1:1	ቃለ፡ በረከት፡ ዘሄኖክ፡ በከመ፡ ባረከ፡ ኅሩያነ፡ ወጻድቃነ፡ እለ፡ ሀለዉ፡ ይኩኑ፡ በዕለተ፡ ምንዳቤ፡ ለአሰስሎ፡ ኵሉ፡ እኩያን፡ ወረሲዓን።
74:17	ወይትፌጸም፡ ዓመት፡ በጽድቅ፡ በከመ፡ መንበረ፡ ዚኣሆሙ፡ ወመንበረ፡ ፀሓይ፡ እለ፡ ይሠርቁ፡ እምነ፡ ኆኅት፡ እለ፡ እምኔሆሙ፡ ይሠርቅ፡ ወየዐርብ፡ መዋዕለ፡ ሠላሳ።
75:1	ወመራሕያኒሆሙ፡ ለአርእስተ፡ አእላፍ፡ እለ፡ ዲበ፡ ኵሉ፡ ፍጥረት፡ ወዲበ፡ ኵሉ፡ ከዋክብት፡ ወምስለ፡ አርባዕቱ፡ እለ፡ ይትዌሰኩ፡ ወኢይትሌለዩ፡ እምንባሮሙ፡ በከመ፡ ኵሉ፡ ሐሳበ፡ ዓመት፡ ወእሉ፡ ይትቀነዩ፡ አርባዕተ፡ መዋዕለ፡ እለ፡ ኢይትሐሰቡ፡ በሐሳበ፡ ዓመት።
75:2	ወበእንቲኣሆሙ፡ ይጌግዩ፡ ቦሙ፡ ሰብእ፡ እስመ፡ እሙንቱ፡ ብርሃናት፡ ይትቀነዩ፡ በጽድቅ፡ በምንባረ፡ ዓለም፡ አሐዱ፡ በቀዳሚት፡ ኆኅት፡ ወአሐዱ፡ በሣልስት፡ ኆኅት፡ ወአሐዱ፡ በራብዕት፡ ኆኅት፡ ወአሐዱ፡ በሳድስት፡ ኆኅት፡ ወይትፌጸም፡ ጥንቃቄ፡ ዓለም፡ በበ፡ ሠለስቱ፡ ምእት፡ ወስሳ፡ ወረቡዕ፡ መንበረ፡ ዓለም።
75:3	እስመ፡ ለትእምርት፡ ወለአዝማን፡ ወለዓመታት፡ ወለመዋዕል፡ አርአየኒ፡ ኡርኤል፡ መልአክ፡ ዘአንበሮ፡ እግዚአ፡ ስብሐት፡ ዘለዓለም፡ ዲበ፡ ኵሎሙ፡ ብርሃናተ፡ ሰማይ፡ ወበዓለም፡ ከመ፡ ይምልኩ፡ በገጸ፡ ሰማይ፡ ወይትረአዩ፡ ዲበ፡ ምድር፡ ወይኩኑ፡ መራሕያነ፡ ለመዓልት፡ ወለሌሊት፡ ፀሓይ፡ ወወርኅ፡ ወከዋክብት፡ ወኵሎሙ፡ ቅንየታት፡ እለ፡ የዐውዱ፡ በኵሎሙ፡ ሠረገላተ፡ ሰማይ።
75:4	ከመ፡ ዝ፡ ዐሠርተ፡ ወክልኤተ፡ ኀዋኅወ፡ ርኅዋተ፡ አርአየኒ፡ ኡርኤል፡ ርኅዋተ፡ በክበበ፡ ሠረገላተ፡ ዘፀሓይ፡ በሰማይ፡ እለ፡ እምኔሆሙ፡ ይወፅኡ፡ እገሪሃ፡ ለፀሓይ፡ ወእምኔሆሙ፡ ይወፅእ፡ ሞቅ፡ ዲበ፡ ምድር፡ ሶበ፡ ይትረኀዉ፡ በአዝማን፡ እለ፡ እሙራን፡ ቦሙ።
75:5	ወለነፋሳት፡ ወለመንፈሰ፡ ጠል፡ ሶበ፡ ይትረኀዉ፡ በአዝማን፡ ርኅዋተ፡ በሰማይ፡ ዲበ፡ አጽናፍ።
75:6	ዐሥርተ፡ ወክልኤተ፡ ኀዋኅወ፡ ርኢኩ፡ በሰማይ፡ በአጽናፈ፡ ምድር፡ እለ፡ እምኔሆሙ፡ ይወፅኡ፡ ፀሓይ፡ ወወርኅ፡ ወከዋክብት፡ ወኵሎሙ፡ ግብራተ፡ ሰማይ፡ እምሥራቅ፡ ወእምዕራብ።
75:7	ወመሳክው፡ ርኅዋት፡ ብዙኃት፡ እምየማኑ፡ እምጸጋሙ፡ ወአሐቲ፡ መስኮት፡ በዘመነ፡ ዚኣሃ፡ ታመውቅ፡ ሞቀ፡ ዘከመ፡ እልኩ፡ ኀዋኅው፡ እለ፡ ይወፅኡ፡ እምኔሆሙ፡ ከዋክብት፡ በከመ፡ አዘዞሙ፡ ወእለ፡ ቦሙ፡ የዐርቡ፡ በከመ፡ ኍልቆሙ።
75:8	ወርኢኩ፡ ሠረገላተ፡ በሰማይ፡ እንዘ፡ ይረውጹ፡ በዓለም፡ እመልዕልቴሆሙ፡ ወእመትሕቴሆሙ፡ ለእልኩ፡ ኀዋኅው፡ እለ፡ ቦሙ፡ ይትመየጡ፡ ከዋክብት፡ እለ፡ ኢየዐርቡ።
75:9	ወአሐዱ፡ የዐብዮሙ፡ ለኵሎሙ፡ ወውእቱ፡ የዐውድ፡ ለኵሉ፡ ዓለም።
76:1	ወበአጽናፈ፡ ምድር፡ ርኢኩ፡ ዐሥሩ፡ ወክልኤ፡ ኀዋኅወ፡ ርኅዋተ፡ ለኵሎሙ፡ ነፋሳት፡ እለ፡ እምኔሆሙ፡ ይወፅኡ፡ ነፋሳት፡ ወይነፍሱ፡ ዲበ፡ ምድር።
76:2	ወሠለስቱ፡ እምኔሆሙ፡ ርኅዋት፡ በገጸ፡ ሰማይ፡ ወሠለስቱ፡ በምዕራብ፡ ወሠለስቱ፡ በየማነ፡ ሰማይ፡ ወሠለስቱ፡ በፀጋም።
76:3	ወሠለስቱ፡ ቀዳምያት፡ እለ፡ መንገለ፡ ጽባሕ፡ ወሠለስቱ፡ እለ፡ መንገለ፡ መስዕ፡ ወሠለስቱ፡ በድኅር፡ እለ፡ በፀጋም፡ ለመንገለ፡ አዜብ፡ ወሠለስቱ፡ በዐረብ።
76:4	በበ፡ አርባዕቱ፡ እምኔሆሙ፡ ይወፅኡ፡ ነፋሳተ፡ በረከት፡ ወሰላም፡ ወእምእልኩ፡ ሰመንቱ፡ ይወፅኡ፡ ነፋሳተ፡ መቅሠፍት፡ ወሶበ፡ ይትፌነዉ፡ ይደመስስዋ፡ ለኵላ፡ ምድር፡ ወለማይ፡ ዘዲቤሃ፡ ወለኵሎሙ፡ እለ፡ የኀድሩ፡ ዲቤሃ፡ ወለኵሉ፡ ዘሀሎ፡ ውስተ፡ ማይ፡ ወዲበ፡ የብስ።
76:5	ወይወፅእ፡ ቀዳማይ፡ ነፋስ፡ እምእልኩ፡ ኀዋኅው፡ ዘስሙ፡ ጽባሓይ፡ በቀዳሚት፡ ኆኅት፡ እንተ፡ መንገለ፡ ጽባሕ፡ ዘታጸንን፡ ለአዜብ፡ ይወፅእ፡ እምኔሃ፡ ድምሳሴ፡ የብስ፡ ወሞቅ፡ ወሀጕል።
76:6	ወበካልእት፡ ኆኅት፡ ማእከላዊት፡ ይወፅእ፡ ርትዕ፡ ወይወፅእ፡ እምኔሃ፡ ዝናም፡ ወፍሬ፡ ወሰላም፡ ወጠል፡ ወበሣልስ፡ ኆኅት፡ እንተ፡ መንገለ፡ መስዕ፡ ይወፅእ፡ ቍር፡ ወየብስ።
76:7	ወእምድኅረ፡ እሉ፡ ነፋሳት፡ ዘመንገለ፡ አዜብ፡ ይወፅኡ፡ በሠለስቱ፡ ኀዋኅዋት፡ ቀዳምያት፡ በቀዳሚት፡ ኆኅት፡ እምኔሆሙ፡ እንተ፡ ትጸንን፡ ለመንገለ፡ ምሥራቅ፡ ይወፅእ፡ ነፋሰ፡ ሞቅ።
76:8	ወበኆኅት፡ እንተ፡ ኀቤሃ፡ ማእከላዊት፡ ይወፅእ፡ እምኔሃ፡ መዐዛ፡ ሠናይ፡ ወጠል፡ ወዝናም፡ ወሰላም፡ ወሕይወት።
76:9	ወበሣልስ፡ ኆኅት፡ እንተ፡ መንገለ፡ ምዕራብ፡ ይወፅእ፡ እምኔሃ፡ ጠል፡ ወዝናም፡ ወአናኵዕ፡ ወድምሳሴ።
76:10	ወእምድኅረ፡ እሉ፡ ነፋሳት፡ ዘመንገለ፡ መስዕ፡ ዘስሙ፡ ባሕር፡ እምሠለስቱ፡ ሳብዓይ፡ ኆኅት፡ እንተ፡ መንገለ፡ ምሥራቅ፡ ዘታጸንን፡ መንገለ፡ አዜብ፡ ይወፅእ፡ እምኔሃ፡ ጠል፡ ወዝናም፡ አናኵዕ፡ ወድምሳሴ።
76:11	ወእማእከላዊት፡ ኆኅት፡ ርትዕት፡ ይወፅእ፡ እምኔሃ፡ ዝናም፡ ወጠል፡ ወሕይወት፡ ወሰላም፡ ወበሣልስ፡ ኆኅት፡ እንተ፡ መንገለ፡ ምዕራብ፡ እንተ፡ ታጸንን፡ ለመስዕ፡ ይወፅእ፡ እምኔሃ፡ ጊሜ፡ ወአስሐትያ፡ ወሐመዳ፡ ወዝናም፡ ወጠል፡ ወአናኵዕ።
76:12	ወእምድኅረ፡ እሉ፡ አርባዕቱ፡ ነፋሳት፡ እለ፡ መንገለ፡ ምዕራብ፡ በቀዳሚት፡ ኆኅት፡ እንተ፡ ታጸንን፡ ለመንገለ፡ መስዕ፡ እምኔሃ፡ ይወፅእ፡ ጠል፡ ወዝናም፡ ወአስሐትያ፡ ወቍር፡ ወሐመዳ፡ ወደደክ።
76:13	ወእምነ፡ ኆኅት፡ ማእከላዊት፡ ይወፅእ፡ ጠል፡ ወዝናም፡ ሰላም፡ ወበረከት፡ ወበደኃሪት፡ ኆኅት፡ እንተ፡ መንገለ፡ አዜብ፡ ይወፅእ፡ እምኔሃ፡ የብስ፡ ወድምሳሴ፡ ዋዕይ፡ ወሀጕል።
76:14	ወተፈጸማ፡ ዐሥሩ፡ ወክልኤ፡ ኀዋኅው፡ ዘአርባዕቱ፡ ኀዋኅወ፡ ሰማይ፡ ወኵሎ፡ ትእዛዞሙ፡ ወኵሎ፡ መቅሠፍቶሙ፡ ወኵሎ፡ ሰላሞሙ፡ አርአይኩከ፡ ወልድየ፡ ማቱሳላ።
77:1	ይጼውዕዎ፡ ለነፋስ፡ ቀዳማዊ፡ ጽባሓዊ፡ እስመ፡ ቀዳማዊ፡ ውእቱ፡ ወይጼውዕዎ፡ ለካልእ፡ አዜብ፡ እስመ፡ ልዑል፡ ህየ፡ ይወርድ፡ ወፈድፋደ፡ ህየ፡ ይወርድ፡ ቡሩክ፡ ዘለዓለም።
77:2	ወለነፋስ፡ ዘእምዕራብ፡ ስሙ፡ ንቱግ፡ እስመ፡ በህየ፡ የሐጽጹ፡ ኵሉ፡ ብርሃናተ፡ ሰማይ፡ ወይወርዱ።
77:3	ወራብዕ፡ ነፋስ፡ ዘስሙ፡ መስዕ፡ ይትከፈል፡ ሠለስተ፡ ክፍለ፡ ወአሐዱ፡ እምኔሆሙ፡ ማኅደር፡ ለሰብእ፡ ወካልእ፡ በአብሕርተ፡ ማያት፡ ወበቀላያት፡ ወበዖም፡ ወበአፍላግ፡ ወበጽልመት፡ ወበጊሜ፡ ወሣልስ፡ ክፍል፡ በገነተ፡ ጽድቅ።
77:4	ወሰብዐተ፡ አድባረ፡ ነዊኀነ፡ ርኢኩ፡ እለ፡ ይነውኁ፡ እምኵሉ፡ አድባር፡ እለ፡ ውስተ፡ ምድር፡ ወእምኔሆሙ፡ ይወፅእ፡ አስሐትያ፡ ወየኀልፍ፡ ወየሐውር፡ መዋዕል፡ ወዘመን፡ ወዓመት።
77:5	ወሰብዐተ፡ አፍላገ፡ ዲበ፡ ምድር፡ ርኢኩ፡ ዐበይት፡ እምኵሎሙ፡ አፍላግ፡ አሐዱ፡ እምኔሆሙ፡ ይመጽእ፡ እምዐረብ፡ ወውስተ፡ ባሕር፡ ዐቢይ፡ ይክዑ፡ ማዮ።
77:6	ወእልክቱ፡ ክልኤቱ፡ ይመጽኡ፡ እመስዕ፡ እስከ፡ ባሕር፡ ወይክዕዉ፡ ማዮሙ፡ በባሕረ፡ ኤርትራ፡ እምሥራቅ።
77:7	ወእለ፡ ተርፉ፡ አርባዕቱ፡ ይወፅኡ፡ በገቦ፡ መስዕ፡ እስከ፡ ባሕረ፡ ዚኣሆሙ፡ ባሕረ፡ ኤርትራ፡ ወክልኤቱ፡ በባሕር፡ ዐቢይ፡ ይሠወጡ፡ ወበህየ፡ ይቤሉ፡ መድበራ።
77:8	ሰብዐ፡ ደሰያተ፡ ዐበይተ፡ ርኢኩ፡ በባሕር፡ ወበምድር፡ ክልኤቱ፡ በምድር፡ ወኀምስቱ፡ በባሕር፡ ዐቢይ።
78:1	አስማቱ፡ ለፀሓይ፡ ከመ፡ ዝ፡ አሐዱ፡ ኦርያሬስ፡ ወካልኡ፡ ቶማስስ።
78:2	ወለወርኅ፡ አርባዕቱ፡ አስማት፡ ቦቱ፡ አሐዱ፡ ስሙ፡ አሶንያ፡ ወካልኡ፡ እብላ፡ ወሣልሱ፡ ብናሴ፡ ወራብዑ፡ ኤራዕ።
78:3	እሉ፡ እሙንቱ፡ ክልኤቱ፡ ብርሃናት፡ ዐበይት፡ ወክበቦሙ፡ ከመ፡ ክበበ፡ ሰማይ፡ ወአምጣኒሆሙ፡ ለክልኤሆሙ፡ ዕሩያን።
78:4	በክበበ፡ ፀሓይ፡ ሰብዐቱ፡ ክፍለ፡ ብርሃን፡ ዘይትዌሰክ፡ ቦቱ፡ እምወርኅ፡ ወበመስፈርት፡ ትትወደይ፡ እስከ፡ የኀልፍ፡ ሳብዕ፡ ክፍለ፡ ፀሓይ።
78:5	ወየዐርቡ፡ ወይበውኡ፡ ውስተ፡ ኀዋኅወ፡ ምዕራብ፡ ወየዐውዱ፡ እንተ፡ መስዕ፡ ወእንተ፡ ኀዋኅወ፡ ምሥራቅ፡ ይወፅኡ፡ ዲበ፡ ገጸ፡ ሰማይ።
78:6	ወሶበ፡ ይትነሣእ፡ ወርኅ፡ ያስተርኢ፡ በሰማይ፡ ወመንፈቀ፡ ሳብዕ፡ እደ፡ ብርሃን፡ ይከውን፡ ቦቱ፡ ወበዐሡር፡ ወረቡዕ፡ ይፌጽም፡ ኵሎ፡ ብርሃኖ።
78:7	ወሠለስቱ፡ ትኅምስተ፡ ብርሃን፡ ይትወደይ፡ ውስቴታ፡ እስከ፡ ዐሥር፡ ወኀምስ፡ ይትፌጸም፡ ብርሃነ፡ ዚኣሁ፡ ለትእምርተ፡ ዓመት፡ ወይከውን፡ ሠለስተ፡ ትኅምስተ፡ ወይከውን፡ ወርኅ፡ በመንፈቀ፡ ሳብዕተ፡ እድ።
78:8	ወበሕጸጸ፡ ዚኣሁ፡ በቀዳሚት፡ ዕለት፡ የሐጽጽ፡ ዐሠርተ፡ ወአርባዕተ፡ እደ፡ ብርሃነ፡ ዚኣሁ፡ ወበሣኒታ፡ የሐጽጽ፡ ዐሠርተ፡ ወሠለስተ፡ እደ፡ ወበሣልስ፡ የሐጽጽ፡ ዐሠርተ፡ ወክልኤተ፡ እደ፡ ወበራብዑ፡ የሐጽጽ፡ ዐሠርተ፡ ወአሐደ፡ ክፍለ፡ ወበኀምስ፡ የሐጽጽ፡ ዐሠርተ፡ ክፍለ፡ ወበሳድስ፡ የሐጽጽ፡ ተስዓተ፡ ክፍለ፡ ወበሳብዕ፡ የሐጽጽ፡ ሰመንተ፡ ክፍለ፡ ወበሳምን፡ የሐጽጽ፡ ሰብዐተ፡ ክፍለ፡ ወበታስዕ፡ የሐጽጽ፡ ስድስተ፡ ክፍለ፡ ወበዐሥር፡ የሐጽጽ፡ ኀምስተ፡ ክፍለ፡ ወበዐሥር፡ ወአሚር፡ የሐጽጽ፡ አርባዕተ፡ ክፍለ፡ ወበዐሥር፡ ወሰኑይ፡ የሐጽጽ፡ ሠለስተ፡ ክፍለ፡ ወበዐሥር፡ ወሠሉስ፡ የሐጽጽ፡ ክልኤተ፡ ክፍለ፡ ወበዐሥር፡ ወረቡዕ፡ የሐጽጽ፡ መንፈቀ፡ ሰብዐቱ፡ እደ፡ ወኵሉ፡ ብርሃኑ፡ በዐሥር፡ ወኀምስ፡ ዕለት፡ ይትዌዳእ፡ ዘተርፈ፡ እምኵሉ።
78:9	ወበአውራኅ፡ እሙራት፡ ይከውን፡ በበ፡ ዕሥራ፡ ወተሱዕ፡ መዋዕል፡ ለወርኅ፡ ወቦ፡ ጊዜ፡ በበ፡ ዕሥራ፡ ወሰሙን።
78:10	ወካልኣተ፡ ሥርዐተ፡ አርአየኒ፡ ኡርኤል፡ መልአክ፡ ሶበ፡ ይትወደይ፡ ብርሃን፡ ውስተ፡ ወርኅ፡ ወእምኀበ፡ ይትወደይ፡ እምፀሓይ።
78:11	ኵሎ፡ ዘመነ፡ ዘተሐውር፡ ወርኅ፡ ብርሃነ፡ ዚኣሃ፡ ትወዲ፡ በቅድመ፡ ፀሓይ፡ ወእስከ፡ ዐሥር፡ ወኀምስ፡ መዋዕል፡ ይትፌጸም፡ ብርሃና፡ ውስተ፡ ሰማይ፡ ወሶበ፡ ይውዒ፡ ኵሉ፡ ይትፌጸም፡ ብርሃና፡ ውስተ፡ ሰማይ።
78:12	ወቀዳሚት፡ ዕለት፡ ሠርቀ፡ ትሰመይ፡ እስመ፡ በይእቲ፡ ዕለት፡ ይትነሣእ፡ ላዕሌሃ፡ ብርሃን።
78:13	ወይትፌጸም፡ ጥንቁቀ፡ በዕለተ፡ ይወርድ፡ ፀሓይ፡ ውስተ፡ ዓረብ፡ ወእምነ፡ ምሥራቅ፡ የዐርግ፡ በሌሊት፡ ወያበርህ፡ ወርኅ፡ በኵሉ፡ ሌሊት፡ እስከ፡ ይሠርቅ፡ ፀሓይ፡ በቅድሜሁ፡ ወይትረአይ፡ ወርኅ፡ በቅድመ፡ ፀሓይ።
78:14	ወእምኀበ፡ ይወፅእ፡ ብርሃኑ፡ ለወርኅ፡ እምህየ፡ ካዕበ፡ የሐጽጽ፡ እስከ፡ ይትዌዳእ፡ ኵሉ፡ ብርሃን፡ ወየኀልፍ፡ መዋዕለ፡ ወርኅ፡ ወይነብር፡ ክበቡ፡ በከ፡ ዘእንበለ፡ ብርሃን።
78:15	ወሠለስተ፡ ወርኀ፡ ይገብር፡ ሠላሳ፡ መዋዕለ፡ ለዘመነ፡ ዚኣሁ፡ ወሠለስተ፡ ወርኀ፡ ይገብር፡ በበ፡ ዕሥራ፡ ወተሱዕ፡ መዋዕል፡ እለ፡ ቦሙ፡ ይገብር፡ ታሕጻጺተ፡ ዚኣሁ፡ በዘመን፡ ቀዳማዊ፡ ወበኆኅት፡ ቀዳማዊ፡ በመዋዕል፡ ምእት፡ ወሰብዓ፡ ወሰብዐቱ።
78:16	ወበዘመነ፡ ሙፃኡ፡ ሠለስተ፡ ወርኀ፡ ያስተርኢ፡ በበ፡ ሠላሳ፡ መዋዕል፡ ወሠለስተ፡ ወርኀ፡ ያስተርኢ፡ በበ፡ ዕሥራ፡ ወተሱዕ፡ መዋዕል።
78:17	በሌሊት፡ ያስተርኢ፡ በበ፡ ዕሥራ፡ ከመ፡ ብእሲ፡ ወመዓልተ፡ ከመ፡ ሰማይ፡ እስመ፡ ካልእ፡ ምንትኒ፡ አልባቲ፡ ዘእንበለ፡ ብርሃነ፡ ዚኣሃ።
79:1	ወይእዜኒ፡ ወልድየ፡ ማቱሳላ፡ አርአይኩከ፡ ኵሎ፡ ወተፈጸመ፡ ኵሉ፡ ሥርዐተ፡ ከዋክብተ፡ ሰማይ።
79:2	ወአርአየኒ፡ ኵሎ፡ ሥርዐቶሙ፡ ለእሉ፡ እንተ፡ በኵሉ፡ መዋዕል፡ ወበኵሉ፡ ዘመን፡ ዘበኵሉ፡ ሥልጣን፡ ወበኵሉ፡ ዓመት፡ ወበሙፃኡ፡ ወበትእዛዙ፡ ወበኵሉ፡ ወርኅ፡ ወበኵሉ፡ ሰንበታት።
79:3	ወሕጸጸ፡ ወርኅ፡ ዘይትገበር፡ በሳድስ፡ ኆኅት፡ እስመ፡ በዛቲ፡ ኆኅት፡ ሳድሲት፡ ይትፌጸም፡ ብርሃነ፡ ዚኣሁ፡ ወእምኔሁ፡ ይከውን፡ ርእሰ፡ ወርኅ፡ ወታሕጻጺት።
79:4	ዘይትገበር፡ በኆኅት፡ ቀዳሚት፡ በዘመነ፡ ዚኣሁ፡ እስከ፡ ይትፌጸም፡ መዋዕል፡ ምእት፡ ወሰብዓ፡ ወሰብዐቱ፡ በሥርዐተ፡ ሰንበት፡ ዕሥራ፡ ወኀምስቱ፡ ወክልኤ፡ መዋዕል።
79:5	ወዘየሐጽጽ፡ እምፀሓይ፡ ወሥርዐተ፡ ከዋክብት፡ ኀሙሰ፡ መዋዕለ፡ በዘመን፡ አሐዱ፡ ጥንቁቀ፡ ወሶበ፡ ይትፌጸም፡ ዝ፡ መካን፡ ዘትሬኢ።
79:6	ከመ፡ ዝ፡ አርአያ፡ ወአምሳል፡ እምኵሉ፡ ብርሃን፡ ዘአርአየኒ፡ ኡርኤል፡ መልአክ፡ ዐቢይ፡ ዘውእቱ፡ መራሒሆሙ።
80:1	ወበውእቱ፡ መዋዕል፡ አውሥአኒ፡ ኡርኤል፡ መልአክ፡ ወይቤለኒ፡ ነዋ፡ አርአይኩከ፡ ኵሎ፡ ኦ፡ ሄኖክ፡ ወኵሎ፡ ከሠትኩ፡ ለከ፡ ትርአዮ፡ ለዝ፡ ፀሓይ፡ ወለዝ፡ ወርኅ፡ ወለእለ፡ ይመርሕዎሙ፡ ለከዋክብተ፡ ሰማይ፡ ወለኵሎሙ፡ እለ፡ ይመይጥዎሙ፡ ግብሮሙ፡ ወአዝማኖሙ፡ ወሙፃኢሆሙ።
80:2	ወበመዋዕለ፡ ኃጥኣን፡ የሐጽራ፡ ክራማት፡ ወዘርዐ፡ ዚኣሆሙ፡ ይከውን፡ ደኃራዊ፡ በምድሮሙ፡ ወበሙፋሮሙ፡ ወኵሉ፡ ግብር፡ ዘዲበ፡ ምድር፡ ይትመየጥ፡ ወኢያስተርኢ፡ በዘመኑ፡ ወዝናም፡ ይትከላእ፡ ወሰማይ፡ ታቀውም።
80:3	ወውእቱ፡ አዝማን፡ ፍሬ፡ ምድር፡ ደኃራዌ፡ ይከውን፡ ወኢይበቍል፡ በዘመኑ፡ ወፍሬ፡ ዕፅ፡ ይትከላእ፡ በዘመነ፡ ዚኣሁ።
80:4	ወወርኅ፡ ይዌልጥ፡ ሥርዐቶ፡ ወኢይትረአይ፡ በዘመነ፡ ዚኣሁ።
80:5	ወበእማንቱ፡ መዋዕለ፡ ይትረአይ፡ ሰማይ፡ ወይበጽሕ፡ ዓባር፡ በጽንፈ፡ ሠረገላት፡ ዐቢይ፡ በምዕራብ፡ ወይበርህ፡ ፈድፋደ፡ እምሥርዐተ፡ ብርሃን።
80:6	ወይስሕቱ፡ ብዙኃን፡ አርእስቲሆሙ፡ ለከዋክብተ፡ ትእዛዝ፡ ወእሉ፡ ይመይጡ፡ ፍናዊሆሙ፡ ወግብሮሙ፡ ወኢይትመየጡ፡ በአዝማነ፡ ዚኣሆሙ፡ እለ፡ ተአዘዘ፡ ሎሙ።
80:7	ወኵሉ፡ ሥርዐተ፡ ከዋክብት፡ ይትዐጸው፡ ላዕለ፡ ኃጥኣን፡ ወኅሊናሆሙ፡ ለእለ፡ ይነብሩ፡ ዲበ፡ ምድር፡ ይስሕቱ፡ ዲቤሆሙ፡ ወይትመየጡ፡ እምኵሉ፡ ፍናዊሆሙ፡ ወይስሕቱ፡ ወያመስልዎሙ፡ አማልክተ።
80:8	ወይበዝኅ፡ ላዕሌሆሙ፡ እከይ፡ ወመቅሠፍት፡ ይመጽእ፡ ዲቤሆሙ፡ ከመ፡ ያህጕሎሙ፡ ለኵሎሙ።
81:1	ወይቤለኒ፡ ኦ፡ ሄኖክ፡ ነጽር፡ መጽሐፈ፡ ዘጸፍጸፈ፡ ሰማይ፡ ወአንብብ፡ ዘጽሑፍ፡ ዲቤሆሙ፡ ወአእምር፡ ኵሎ፡ አሐደ፡ አሐደ።
81:2	ወነጸርኩ፡ ኵሎ፡ ዘበጸፍጸፈ፡ ሰማይ፡ ወአንበብኩ፡ ኵሎ፡ ዘጽሑፍ፡ ወአእመርኩ፡ ኵሎ፡ ወአንበብክዋ፡ ለመጽሐፍ፡ ወኵሎ፡ ዘጽሑፍ፡ ውስቴታ፡ ኵሎ፡ ምግባሮሙ፡ ለሰብእ፡ ወኵሎ፡ ውሉደ፡ ሥጋ፡ ዘዲበ፡ ምድር፡ እስከ፡ ትውልደ፡ ዓለም።
81:3	ወእም፡ ዝ፡ ሶቤሃ፡ ባረክዎ፡ ለእግዚእ፡ ዐቢይ፡ ወንጉሠ፡ ስብሐት፡ ዘለዓለም፡ በከመ፡ ገብረ፡ ኵሎ፡ ግብረ፡ ዓለም፡ ወሰባሕክዎ፡ ለእግዚእ፡ በእንተ፡ ትዕግሥቱ፡ ወባረኩ፡ ወበከይኩ፡ ዲበ፡ ውሉደ፡ አዳም።
81:4	ወይእተ፡ ጊዜ፡ እቤ፡ ብፁዕ፡ ብእሲ፡ ዘይመውት፡ እንዘ፡ ጻድቅ፡ ወኄር፡ ወኵሉ፡ መጽሐፈ፡ ዐመፃ፡ ዘኢተጽሕፈ፡ ዲቤሁ፡ ወኢተረክበ፡ ጌጋይ፡ በላዕሌሁ፡ በዕለተ፡ ኵነኔ።
81:5	ወእሙንቱ፡ ሠለስቱ፡ ቅዱሳን፡ አቅረቡኒ፡ ወአንበሩኒ፡ ውስተ፡ ምድር፡ በቅድመ፡ ኆኅተ፡ ቤትየ፡ ወይቤሉኒ፡ አይድዕ፡ ኵሎ፡ ለማቱሳላ፡ ወልድከ፡ ወአርኢ፡ ለኵሎሙ፡ ውሉድከ፡ ከመ፡ ኢይጸድቅ፡ ኵሉ፡ ዘሥጋ፡ በቅድመ፡ እግዚእ፡ እስመ፡ ውእቱ፡ ፈጠሮሙ።
81:6	አሐደ፡ ዓመተ፡ ነኀድገከ፡ በኀበ፡ ውሉድከ፡ እስከ፡ ካዕበ፡ ትኤዝዝ፡ ከመ፡ ትምሀሮሙ፡ ለውሉድከ፡ ወትጽሐፍ፡ ሎሙ፡ ወታስምዕ፡ ለኵሎሙ፡ ውሉድከ፡ ወበካልእ፡ ዓም፡ ይነሥኡከ፡ እማእከሎሙ።
81:7	ወይጽናዕ፡ ልብከ፡ እስመ፡ ኄራን፡ ለኄራን፡ ያየድዑ፡ ጽድቀ፡ ጻድቅ፡ ምስለ፡ ጻድቅ፡ ይትፌሣሕ፡ ወይትአምኁ፡ በበይናቲሆሙ።
81:8	ወኃጥእ፡ ምስለ፡ ኃጥእ፡ ይመውት፡ ወምዩጥ፡ ምስለ፡ ምዩጥ፡ ይሰጠም።
81:9	ወእለ፡ ይገብሩ፡ ጽድቀ፡ ይመውቱ፡ በእንተ፡ ምግባረ፡ ሰብእ፡ ወይትጋብኡ፡ በእንተ፡ ምግባሮሙ፡ ለረሲዓን።
81:10	ወበእማንቱ፡ መዋዕል፡ ፈጸሙ፡ እንዘ፡ ይትናገሩ፡ ምስሌየ፡ ወቦእኩ፡ በኀበ፡ ሰብእየ፡ እንዘ፡ እባርኮ፡ ለእግዚአ፡ ዓለማት።
82:1	ወይእዜኒ፡ ወልድየ፡ ማቱሳላ፡ ኵሎ፡ እሎንተ፡ ለከ፡ እነግር፡ ወእጽሕፍ፡ ለከ፡ ወኵሎ፡ ከሠትኩ፡ ለከ፡ ወወሀብኩከ፡ መጻሕፍቲሆሙ፡ ለእሉ፡ ኵሎሙ፡ ወዕቀብ፡ ወልድየ፡ ማቱሳላ፡ መጻሕፍተ፡ እዴሁ፡ ለአቡከ፡ ወከመ፡ ተሀብ፡ ለትውልደ፡ ዓለም።
82:2	ጥበበ፡ ወሀብኩከ፡ ለከ፡ ወለውሉድከ፡ ወለእለ፡ ይከውኑ፡ ለከ፡ ውሉደ፡ ከመ፡ የሀቡ፡ ለውሉዶሙ፡ ወለትውልዳት፡ እስከ፡ ለዓለም፡ ለዛ፡ ጥበብ፡ ዲበ፡ ኅሊናሆሙ።
